id_str,created_at,full_text,Stance Label
1525120621377642499,2022-05-13 14:27:46,"The U.K. sanctioned Alina Kabaeva, a Russian retired Olympic rhythmic gymnast, citing her alleged close relationship to President Vladimir Putin https://t.co/i4UIlXpyJL via @WSJ",
1525127100730048514,2022-05-13 14:53:30,"@Reuters Rejecting Finland, Sweden based on their liberal ideology and open society, is intervention into their internal affairs.
Turkey is rejecting European &amp; NATO criticism on human rights and democratic violation invoking internal affairs interference.
https://t.co/zcPxxGWCAC",
1525132245828239360,2022-05-13 15:13:57,Ukraine forces thwart Russian armoured column crossing river - Reuters https://t.co/Q3ap0ochNZ,
1525135807304040448,2022-05-13 15:28:06,@nicholasdeorio Hasan saying keemstar is disgusting when he directly told a trans person he hopes they live a terrible and miserable life for saying they didn't like how hasan bombed a debate about trans issues is hilarious. Also hasan called a trans person a nazi for them calling him out for,
1525136156475633664,2022-05-13 15:29:30,#Ukrainian territorial defenders need more non-lethal protective equipment to continue their work on the frontlines. #UniteWithUkraine and help us raise funds to send our brave women and men the support they need to do their jobs safely! https://t.co/I37NXuvXg2,
1525196008023523329,2022-05-13 19:27:19,"@Calder197 @matt_razzah What proof could you possible need?
She was seen as a hero by the Palestinians, she was killed by a 5.56 NATO round, her own colleagues, the people that were under fire right next to her when she died, all said it was an IDF sniper

I'm genuinely asking
What proof do you require?",
1525258509285093377,2022-05-13 23:35:41,Motherfuckers talking over Ukrainian’s heads like they ain’t the ones with the free world on their backs,
1525259583626678272,2022-05-13 23:39:57,@BradDavey @mikebinaz @kspat18 @UncleDaryl17 @kylegriffin1 The entire run time is fake propaganda bullshit,
1525271778146275328,2022-05-14 00:28:24,"@Dew2Top @Aispep @varindeus I'm sorry, I shouldn't insult you just because your taste in waifu is ""Vladimir Putin if he transitioned after years of chemo"".",
1525306622637387776,2022-05-14 02:46:52,Russia Crisis Military Assessment: How Ukraine is taking the fight to Russian soil https://t.co/qCwmchCtmg,
1525310045977776128,2022-05-14 03:00:28,President Biden continues to keep America in the forefront of funding every war at least ten times more than other  countries  COMBINED. But he refuse to enact #MedicareForAll or #CancelStudentDebt - PAID FOR LEGISLATION.  #Ukraine #Midterms We can’t even get #15hr. #Patriot,
1525354108500197376,2022-05-14 05:55:33,"@letscountsmiles Ukraine,but i want either Norway or Estonia",
1525413980185022464,2022-05-14 09:53:28,"@BorisJohnson Are you the PM of Ukraine now?🤨

Stop sending Billions of our money, to fund their war when it's needed here for British citizens.",
1525438308729425920,2022-05-14 11:30:08,"@natilyuss @NasserHiadry @Dimmu141 First no one is crying exept turkey again🤣 and People want to Nato just because of that Nato bluff card so we dont need to, since putin Will not attack Nato member.
What do you mean? ""Look ukraine"".",
1525454644432056333,2022-05-14 12:35:03,@nytimes Politicians making trips to Kyiv for photo shoots is NOT impressive. Why are $$$ billions being sent to Ukraine with NO accountability for spending. NO MORE MONEY! We have problems at home that need attention!,
1525475541553295360,2022-05-14 13:58:05,"@newsmax Seriously why the hell are all these people visiting Ukraine? Go visit the border,gas stations,grocery stores,small businesses,homeless encampments,VA hospitals,military bases,food banks,salvation army meal distribution facilities,take care of your own!!",
1525479272583921664,2022-05-14 14:12:55,@GOP 🍃 I know who I am 🙋🏻‍♀️🇺🇸✝️ @GOP @GOPChairwoman @GOPLeader is the one that is being deceptive ~ Why aren’t you being LOUD about the visits to Ukraine 🇺🇦 💰💰💰💰🇺🇦 it’s just unnecessary with all the devastation being down to us already ♠️👏🏼,
1525479380641894400,2022-05-14 14:13:21,"To protect Ukraine, all we need to do is send @RandPaul over there. Put him by zelensky. Putin would never risk his top US spy.",
1525486358101630976,2022-05-14 14:41:04,"@eliimets @JanLipavsky @NATO @MFAestonia More important is to protect the refugees of girls, women and the children. Please help them who needed the help from such peoples like you.Please help them with the godly power.",
1525499048072884224,2022-05-14 15:31:30,"President Volodymyr @ZelenskyyUa met the #US Senate delegation:

The President of Ukraine, Volodymyr Zelenskyy, met with a delegation of the upper house of the United States #Congress led by the Senate Republican minority leader, @LeaderMcConnell , who is on a visit to #Ukraine.",
1525524310319894528,2022-05-14 17:11:53,@ACTBrigitte I believe Trump tried to extort Ukraine to announce a fake investigation of Hunter Biden.,
1525530034882101248,2022-05-14 17:34:37,@JoeInNH1 @nypost so you support putin's genocide?,
1525546715637489670,2022-05-14 18:40:54,"@NickAdamsinUSA trump was on putin’s side, gas prices started rising when trump was in office, and the US literally cant import baby formula bc of trump. he was awful",
1525556310032404487,2022-05-14 19:19:02,"@StevieBGood2523 @WSJ Indeed, they just got themselves 1340 km NATO border",
1525578424315695104,2022-05-14 20:46:54,If Uefa was running the #Eurovision song contest they would be handing out fines left right and centre for all the political displays and shout outs for #Ukraine,
1525589625980567553,2022-05-14 21:31:25,"Excluding the UK 🇬🇧 and Ukraine 🇺🇦 my top three are:

• Moldova 🇲🇩 
• Norway 🇳🇴 
• Spain 🇪🇸 

#Eurovision",
1525599178780450827,2022-05-14 22:09:23,This is already the most points #UK has ever received for years! Ukraine gave us 12 points?! #Eurovision #Eurovision2022 #ESC2022,
1525610683240534025,2022-05-14 22:55:06,it’s between ukraine sweden and uk i can feel it,
1525612244007936001,2022-05-14 23:01:18,Alright Ukraine was better than UK so hopefully they hold the lead #Eurovision,
1525613698244567042,2022-05-14 23:07:04,@danwootton Dude - Ukraine won’t be able to host it … it will be whoever finished 2nd 🤷‍♂️,
1525617884805926912,2022-05-14 23:23:43,"Reliving the Ukrainian  2021 #Eurovision entry 
https://t.co/r83Y30IQ75",
1525626238521339904,2022-05-14 23:56:54,"The U.S. and NATO countries are arming, funding, and training white nationalists in Ukraine, like those in the Azov movement who have boasted about providing ideological &amp; military training to *tens of thousands* of far right militants from all over the world. Including the U.S.",
1525627592212156424,2022-05-15 00:02:17,"@Area21979549 @Marek27561572 They did - Ukrainian people gave Poland 12 points.
They are also angry at the jury for 0 points",
1525654248574181376,2022-05-15 01:48:12,"🇺🇦Now, the whole world will sing the song about a #Ukrainian mother in the Ukrainian language. 
Congratulations to #KalushOrchestra and to all of us for such an important victory! 💙💛 
#GloryToUkraine https://t.co/gQMnjUN4tt",
1525766147425021952,2022-05-15 09:12:51,"@thehill We all know how crazy China is - atrocious to imprison an elderly religious-man&amp;all ordinary citizens who dared express dissent.

It's time for us to move a step beyond condemnation tho.More must be done to stop such blantant basic #HumanRightsViolations by China! Sanctions NOW!",
1525804356880289793,2022-05-15 11:44:41,"@ChristineCairn1 @skybluepablo1 @Eurovision He won 🏆 
Ukraine was just ""Another"" jester of support!",
1525818757905633280,2022-05-15 12:41:54,@JesseJamesJoyll @tomselliott Last time i check Black people did bad under Obama and now Biden. Under trump their salaries increased and they had success in all areas. But i guess the Democrats love to use propaganda racism to keep their votes. Orange bad man right? https://t.co/TZMPnIGibS,
1525824074722598913,2022-05-15 13:03:02,@ReturntoOrder If Nato conquers(z) Russia the kingdom of satan will have a good foundation &amp; a counterpart to the Rock of Peter!... https://t.co/jxDnc3zxls,ProUkraine
1525829561652371457,2022-05-15 13:24:50,Japan apologizes and excludes Ukrainian Nazis from the list of terrorists: The Ukrainian Nazi Azov battalion removed from terrorism list 🤦🏻‍♀️ Essence of Time #Ukraine #Russia  https://t.co/30AJtiQN97,Irrelevant
1525841165240737800,2022-05-15 14:10:57,Russian Brigade Gets Annihilated in Failed River Crossing Attempt and Other News From Putin's War https://t.co/6lKJ7OIAOo,Irrelevant
1525841600278016001,2022-05-15 14:12:40,"@davidvkimball @jordanbpeterson After thousands of years of evidence, we still allow lies to deceive the people of the world.
We've had lessons from Hitler to George Wallace to Trump.
THE REAL PROBLEM IS PROPAGANDA.
LIES DESTROY FREEDOM, LIES DESTROY COUNTRIES,
Propaganda is not freedom of speech, but death.",Irrelevant
1525918999703220224,2022-05-15 19:20:14,@Kanew @nytimes @TuckerCarlson @FoxNews Except that he was wearing a nazi patch that the Ukrainian movement uses so maybe look at the Ukrainian war and who supports it to see where this leads.,Irrelevant
1525947516960661504,2022-05-15 21:13:33,@IAPonomarenko Awesome job Ukrainian you get him Victory ✌️,ProUkraine
1525962821908963328,2022-05-15 22:14:22,@RandPaul United States signed the Budapest Memorandum and forced Ukraine to give up their nuclear arsenal. In return the U.S. agreed to defend Ukraine in the event Russia ever attacked them. How nice of you to forget and play the ignorance game! Remember election day is near!,Irrelevant
1526015068328144897,2022-05-16 01:41:58,"@JakeTechnical @omegavalwin @yoloswagstudios My argument is that you can't be neutral, if you dont help Ukraine you are with Russia. Ukraine only stands because of western help. My point is that not everything involvement the US has or is doing is bad.

If you wanna cut costs look at Yemen tho, cut the Saudis not Ukrainians",ProUkraine
1526028365249003521,2022-05-16 02:34:49,@thathungariand2 @realMattToomer SAYS THE PUTIN SUPPORTER 😹😹😹😹😹😹😹 STFU DUMBASS KID GO FUCK YOURSELF WITH YO DUMBASS SCUMBAG FASCIST SHIT💀💀💀 BASTARD TELLING ME I AM BRAIN WASHED,ProUkraine
1526029402768912384,2022-05-16 02:38:56,@thebradfordfile The president of Ukraine is probably blackmailing Joe Biden for this aid package or else he will spill the beans on the Biden crime family.,Irrelevant
1526044886348271617,2022-05-16 03:40:28,"@FoxNews —Are we going to talk about Western Mercenaries paid by U.S &amp; European Union that get access to most recent weapons ?
—What about War crimes committed by Ukrainian AZOV Nazi Battalion ??
—What about Ukrainian Govt hiding Weapons &amp;Militaries in civilian houses for human shields ??",Irrelevant
1526153282829307906,2022-05-16 10:51:11,"Junta tropps removed the residents from the villages of Nattalin tsp, Bago, and the civilian houses were burnt down. Thus, the refugees who had to displace to the woodlands now face with difficulties in provisions. #202216Coup #WhatsHappeningInMyanmar https://t.co/BsXypcWdX4",ProUkraine
1526168718912503808,2022-05-16 11:52:32,@StevenHorrobin @ThreshedThought There probably isn't much/any cell tower infrastructure left in Mariupol. No data coming from there would explain the big hole.,Irrelevant
1526180038907133953,2022-05-16 12:37:30,"@azarzGrajczyski Perhaps the area around Parikkala - surrounded on 3 sides by water and on the fourth side by the Russian border?

Would this qualify as a 'Military &amp; Technical' measure - which is what the Russians initially referred to as what they were going to do in Ukraine was it not? https://t.co/tqNBcISq29",Irrelevant
1526182792438112256,2022-05-16 12:48:27,"SUBSCRIBE MY CHANNEL AND WATCH MORE VIDEOS &amp; LATEST UPDATES,PLEASE VISIT MY CHANNEL https://t.co/IzW10esHry .SUPPORT THIS CHANNEL &amp; SUBSCRIBE NOW !!!
CLICK THE LINK AND WATCH MORE VIDEOS .
https://t.co/86yOf6oJ3A
  #Kharkiv #kyiv  #NATO
 #UkraineRussiaWar 
https://t.co/ZgIWTBu9u5",Irrelevant
1526204813536645121,2022-05-16 14:15:57,"@james_e_b_ @stephenkb @gideonrachman Britain wouldn't have accepted the fall of France but it also had few levers to overturn it. It was the Invasion of Russia, and then Hitler's pique at Japan not joining in with him, that set the stage for him to fight the two rising superpowers at the same time.",ProUkraine
1526249018354978818,2022-05-16 17:11:36,"I see the latest manufactured outrage is at Trudeau paying NATO dues. Why is that? It couldn’t be for nefarious reasons, now could it? We need NATO more than ever.",ProUkraine
1526253620961886209,2022-05-16 17:29:54,"@MyAccou72477627 @twittysh1tty @Random_Chikel @zuridion @mtracey @zei_squirrel For a moment I thought maybe you were an honest actor, someone who just didn't know and I spent TIME giving you respected sources for background, so you could understand that if MSM are lying about THAT they are probably lying about what happened in Donbas.",ProUkraine
1526262378966331393,2022-05-16 18:04:42,"@burner322 @charliekirk11 260,000 inverted illegals PER MONTH is an invasion.",ProUkraine
1526266757782061059,2022-05-16 18:22:06,"@philosophosfuck @DeItaone Except for the minorities who receive funding from the EU, Erdogan has popular support on this issue, no Turkish wants these countries to be in NATO and by the way don't be so sure that Erdogan will go. He will most likely win another election. The opposition wing is very weak",ProUkraine
1526272608420831232,2022-05-16 18:45:21,"@climate This, plus the mess in Ukraine means I face a dwindling cereal supply. A box of Total used to be $4.50. It's now close to $7. 😖",Irrelevant
1526279526552334336,2022-05-16 19:12:50,"Sweden to Apply for NATO Membership

https://t.co/KLcR0YXgbf

Discussions: https://t.co/LCq1ktAvFO

#news",Irrelevant
1526295330047807492,2022-05-16 20:15:38,"@Sovereign_Beast @BeauTFC heck, the P90 and the MP7 were designed in the cold-war explicitly for rear-echelon troop to manager Soviet troops with armor. Never ended up getting adopted in that role, but that's where they came out of.",Irrelevant
1526302373420929029,2022-05-16 20:43:37,"Save Mariupol. Save Azovstal. Now.
Azov, Ukraine defenders, need your help.
#ꑭ
#SaveAzovstal 
#SaveAzov 
#SaveMariupol",ProUkraine
1526307135516180480,2022-05-16 21:02:33,@RBReich Why are Dems whitewashing white supremacy happening right now in Ukraine?,ProUkraine
1526322183466848259,2022-05-16 22:02:20,"Lukashenka: without the speedy rallying of the CSTO, we might not exist tomorrow, if we immediately acted as a united front, there would be no these hellish sanctions, Russia should not fight the attempt to expand NATO alone.

❗️ https://t.co/vVO96AfPpR",ProUkraine
1526350503998681088,2022-05-16 23:54:53,@aaronjmate @jimmy_dore NATO members are not required to have US bases. A NATO country is Only required to step up in defence of a member state not participate in a member states military offensive adventure.,ProUkraine
1526388132069150721,2022-05-17 02:24:24,"Giant sunflower quilt destined for bombed buildings, muddy graveyards of Ukraine https://t.co/pK1y6f0ldf 
@brigittjonse1
Sentiment sweet,but the idea is totally daft&amp;can't be done, besides becoming a big rotting mess after any rain.Making many blankets for kids would be a better",ProUkraine
1526419959995322368,2022-05-17 04:30:52,@MobiusOne45 @jeszymk Source that he said this? He follows a neo nazi.,ProUkraine
1526433083045691393,2022-05-17 05:23:01,@LeaderMcConnell Rhinos are getting voted out. At least try to go out with some class. You should be supporting the American border not the Nazi regime in Ukraine.,ProUkraine
1526433496595677188,2022-05-17 05:24:40,"@GeladaaComics The cuban missile crisis is a bad example because it was solved with diplomacy. Kennedy was faced with the proposition of violence and he chose to deflate the situation instead, Putin did the exact opposite and he's getting beaten as a result.",Neutral
1526462949342138368,2022-05-17 07:21:42,"@dachsi3srule @nypost Cause we ""didn't have the budget for it"" but we got plenty to pour into Ukraine so the ""big guy"" can get his cut",ProUkraine
1526467027724079104,2022-05-17 07:37:54,"Independent Scotland should stay out of NATO, insists SNP coalition Minister  https://t.co/OzOAdyt7IZ",Irrelevant
1526542770520858624,2022-05-17 12:38:52,@ComradeAmongus @ArmchairW We live in a total age of propaganda,Irrelevant
1526560015024267264,2022-05-17 13:47:24,"There’s still nothing in writing that explicitly stops companies from paying Gazprom PJSC in a way that the #Russia's company has indicated would be satisfactory. 

https://t.co/C7b77RfDc4",Irrelevant
1526601737896861697,2022-05-17 16:33:11,"How can Hillary be right if most of the funding to Ukraine is set to go into BARDA for ""medical countermeasures""?

""Russian aggression underscores the U.S.’s need for greater investment in medical countermeasures""

[3/3]
Link:https://t.co/uFuNtDeAOk https://t.co/8x8SkWH8Ap",Irrelevant
1526615505867526144,2022-05-17 17:27:54,"Fund raising via #discourse and reasoned chat. Honest &amp; direct from #UkrainianVoices 

Visit @Mriya_Aid 

#Bucha #UKRAINE #WALTERREPORT https://t.co/BFBOTOBzBY",Irrelevant
1526659868521902080,2022-05-17 20:24:11,"@kamilkazani The Russians are winning because they deserve to, you nazi collaborator.",ProRussia
1526668194118701056,2022-05-17 20:57:16,@royalinstablog Ukraine colours too.,Irrelevant
1526706603881283584,2022-05-17 23:29:53,@CortesSteve America should send Jerry Seinfeld as an ambassador to Ukraine.,Irrelevant
1526706683568955392,2022-05-17 23:30:12,"@arachno_commie well, fantastic in ending sanctions against Venezuela. Sucks for the climate tho. Alas, I digress.",Irrelevant
1526741700890066949,2022-05-18 01:49:21,"I am amazed at the Energy he has; I wished he had used some of it to make Ukraine, even more Prosperous than it was before the War. However, like all Politicians he is only interested in Personal Glory; that's why he keeps getting his ""Mug"" in front of as many Cameras as he can.",Neutral
1526772227210887169,2022-05-18 03:50:39,@PhillipsPOBrien True. Ukraine's government is very corrupt and fascist. They also are liars!,Neutral
1526794538471284736,2022-05-18 05:19:19,@83Adi_C @lexfridman @TheOliverStone I agree with what you're saying. Lex needs to be shut down. He is Un-American and a communist at heart. Just because his roots are Russian does not mean you should agree with them. Not as smart as he sells himself. Many Ukrainians dead who did nothing. He is a disgrace.,ProUkraine
1526841110382845952,2022-05-18 08:24:22,@AirWardlow @MSidgwick Well imagine Nightmare Collection 2.0 in NXT 2.0 and they will invasion Smackdown and RAW,ProUkraine
1526878774981271553,2022-05-18 10:54:02,@ElAmerican_ That way russia don't demolish sweeden. Ukraine is holding on so you wont,ProUkraine
1526884510855733253,2022-05-18 11:16:50,@ZelenskiyNFT @ZelenskiyNFT Stands with Ukraine 🙏 #ZelenskiyNFT #StandWithUkraine #HelpUkraine #NFTs #NFT #NFTCommmunity #Crypto #HelpUkraine #Zelenskyy,ProUkraine
1526907329601478656,2022-05-18 12:47:30,@Stuart_Craigie @lexfridman @TheOliverStone TRUE. to carry out coups in Crimea and try to do the same is Ukraine does not represent creating sovereignties,Irrelevant
1526910853886484480,2022-05-18 13:01:30,"Egypt is still waiting for 300,000 tons of wheat from Ukraine

Egypt's alternative supply deal with India, which remains in place in spite of India's wheat export ban, has become much more critical",Irrelevant
1526919243693957120,2022-05-18 13:34:51,@KuldkeppMart What does US imperialism mean?? NATO itself relies on the US for protection from barbaric Russia.,ProUkraine
1526925210615631873,2022-05-18 13:58:33,@o_preachuk There are new pet-friendly suites on Court St off McPhillips. We just settled a family of 4 there last month. School bus comes right to building and takes them to Ukrainian school,Irrelevant
1526963773914812416,2022-05-18 16:31:47,"@AndrewScheer Inflation is being felt around the globe because of 1. Covid and its impact on supply chains and 2. Russia's invasion of Ukraine which is disruption energy and food supplies. 

Inflation is a problem that needs real solutions, not this partisan nonsense. Do better.

#cdnpoli",Irrelevant
1526964066513657856,2022-05-18 16:32:57,"@joncoopertweets And to emphasize, TFG wanted to abandon NATO, and Putin WAS a happy camper.",Irrelevant
1526997032153632774,2022-05-18 18:43:57,"@nikkei russia is a country of lies and provocations,the whole world knows thisPlease check with particular care the facts received from russiaShow the world the truthNot Putin's performance Ukraine is now fighting not only against its direct enemybut also stands for the truth,democracy https://t.co/ijTYH1silx",ProUkraine
1527030225938309120,2022-05-18 20:55:51,"#NATO #FINLAND #SWEDEN #RUSSIA #USA #GEMANY #FRANCE #ITALY #SPAIN #PORTUGAL #DENMARK #TURKEY #ICELAND 
 “The fault, dear Brutus, is not in our stars 
 But in ourselves, that we are underlings.” 
(Julius Caesar, Act I, Scene III, L. 140-141).",Irrelevant
1527038423269261313,2022-05-18 21:28:25,"@MjMisc18 @Seanski1977 @mattyglesias ""offensive war"" in this context refers to invading DPR/LPR and maybe Crimea. Not like a Napoleonic march on Moscow lol",ProUkraine
1527072322523435009,2022-05-18 23:43:07,"@Newsweek Tucker Carlson, Nazi ..",ProUkraine
1527089816810160132,2022-05-19 00:52:38,"New York Daily NewsInterrogation, uncertainty for surrendering Mariupol troops",Irrelevant
1527105572977401857,2022-05-19 01:55:15,"I’m a white female American. I worked for the Trump Victory Campaign And I’m damn proud of the fact that I’m an “America First” MAGA girl. The war in Ukraine is BS, the election was stolen, Joe Biden has dementia, and we are being taken over by the NWO. RESIST!",Neutral
1527107911150886913,2022-05-19 02:04:32,@MommaGeeGee1 Joey's the biggest liar in american history . He's a 50 year politician lier and after 50 year's of lying he's gotten so good at it u believe him . BTW 🖕 Ukraine America first !!! https://t.co/yRF50aBsgv,ProUkraine
1527133408027193345,2022-05-19 03:45:51,@gyterar56 @thetimes I think this shall explain where the nazi part comes from. These are all news articles you can look up. https://t.co/URYy51Az4T,ProUkraine
1527166278410059776,2022-05-19 05:56:28,"NATO has never gone to war against an enemy as formidable as Ukraine.

Why did NATO expect Ukraine to fall within ""3 days""?
Is that how little NATO trusts its own ""allies"" and its own weaponry that it expected Russia to overrun Ukraine within ""3 days""?

Start thinking!",Irrelevant
1527214836844740609,2022-05-19 09:09:26,"@max__hsr https://t.co/SrHvLkdhCM

what he said in 2014 was supported by democrats who odered germany to do so in Ukraine in 2014 for US INterests in Oil in kaspian bassin!",Irrelevant
1527226596997865474,2022-05-19 09:56:09,"&gt; On the subject of Russia turning Mariupol into a resort city.

I could have had an epic ""screw optics, I'm going in!"" moment here, but refrained. Sad! https://t.co/TrZoQn9ttx",Irrelevant
1527264141693566976,2022-05-19 12:25:21,@WJBMass He's holding back because of PKK terrorists in Finland &amp; Sweden. Not a good enough excuse when PKK are all scattered around in other NATO countries. Pathetic excuse.,Irrelevant
1527284278438023172,2022-05-19 13:45:22,Foreign Agent: Hunter Biden-tied firm finally admits it lobbied U.S. for controversial oligarch https://t.co/EiT0kUbJNk via @JustTheNews,Irrelevant
1527316032205242369,2022-05-19 15:51:32,"On the #NATO applications of #Sweden and #Finland
Statement by @LeftHeinz for @europeanleft https://t.co/ikP3BsTIce https://t.co/D1kVdrbP8y",Irrelevant
1527351627895623695,2022-05-19 18:12:59,"Zelenskyy official explains why martial law will be immediately extended for 3 months 
https://t.co/WR0V9IX6hV @ukrpravda_news",Irrelevant
1527354209598787599,2022-05-19 18:23:15,“Knowledge is Power” was always propaganda and it helps me expre….,Irrelevant
1527368595801419783,2022-05-19 19:20:25,"a great reset 

 we are paying billions to take Ukraine from Russia we may have given them Afghanistan but we are going to take Finland and Sweden to 🙆‍♀️ its a great reset",Irrelevant
1527369217112059910,2022-05-19 19:22:53,"@SuhMiSeet @BorisJohnson @kaminajsmith I keep telling people that;
Hitler was just the baby Nazi...
The Americans are the daddy Nazis...
Insidious evil little Britain is the grand daddy Nazis...
#NaziBritainFreeBiafra 
#FreeMaziNnamdiKanu 
#NaziBritainFreeYorubaLand
#FrenchBarbariansFreeAmbazinia",Irrelevant
1527371833703444493,2022-05-19 19:33:17,"@ragepatriotique Oh no-

The ‘anti-Robespierre’ propaganda is still going strong
And don’t get me started on the comparison with f4scism (what the hell)",Irrelevant
1527406333200244736,2022-05-19 21:50:22,@MSNBC Good. I don’t trust any of you mfs about what’s going on over there. Giving billions with no oversight and then all the corrupt ass pols go ingratiate themselves to the Ukrainian oligarchs fucks that noise.,Irrelevant
1527413718941847559,2022-05-19 22:19:43,"Why should I (we) care about Ukraine? Without buzz phrases like “threat to democracy”..

Is it solely because of this 1994 security agreement? 

After 2 decades of deploying in GWOT, I don’t understand this one or why I should care or to what extent I should care.  
1/2",Neutral
1527424647175847943,2022-05-19 23:03:08,"@PelmeniPusha No lie anytime I see ""According to Ukrainian military sources"" I immediately stop reading. I read enough fiction as is and from much better writers. It's a waste of my time at this point...",Neutral
1527425828530823169,2022-05-19 23:07:50,@jkenney Nazi this is one time I agree with you &amp; thank you for the support for Ukraine,ProUkraine
1527434149405114368,2022-05-19 23:40:54,"@Ericphnix1 @DU33229309 @Reuters The biolab story is crap.
https://t.co/iBh4yAGBsb",Irrelevant
1527467655233404928,2022-05-20 01:54:02,US confirms it has REOPENED the embassy in Kyiv after three months https://t.co/FtdoCWvSt9 @MailOnline,Irrelevant
1527467834510647296,2022-05-20 01:54:45,@The_Real_Fly I’m sure China was very concerned about respecting US sanctions,Irrelevant
1527473470874976265,2022-05-20 02:17:09,@washingtonpost @BettyBuckley It’s being contested u think they said by Turkey. Sure cause a problem and leave these 2 countries open to Russia. Putin must go.,ProUkraine
1527484065808531456,2022-05-20 02:59:15,"@uamemesforces - Dad, a guy named Zelensky fucks me every day.
- Well, me too...",Irrelevant
1527486149161263116,2022-05-20 03:07:31,@MarKittyKat @JayRod212 Well I don’t want to keep you from fundraising for bombs in Donetsk so..,Irrelevant
1527492968411709441,2022-05-20 03:34:37,@EuromaidanPress @WhiteHouse Let’s stop Putin from killing people by starvation in Africa and beyond!,ProUkraine
1527494018107514880,2022-05-20 03:38:48,"@PelmeniPusha It's always so funny when ""unbiased"" OSINT pages refer to Russia as ""enemy"" and refer to captured Ukrainian towns as ""liberated""",ProUkraine
1527538812284325888,2022-05-20 06:36:47,@DonaldJTrumpJr @RandPaul Only Putin’s puppets are against Ukraine.,ProUkraine
1527544663757889536,2022-05-20 07:00:02,"@social__king We are charitable project and support people and animals suffered in Ukraine 🇺🇦 

Check our profile 

https://t.co/fdfJC2LoBu",ProUkraine
1527547364700872704,2022-05-20 07:10:46,"@lucyRobs_ @NFTLocker_ We are charitable project and support people and animals suffered in Ukraine 🇺🇦 

https://t.co/3yu5V5jgXT",ProUkraine
1527627246797787136,2022-05-20 12:28:12,@IAPonomarenko The Nazi dudes should have surrendered though,ProUkraine
1527648842946052098,2022-05-20 13:54:01,@esaagar While Politicians are funneling BILLIONS to Ukraine.  Despicable.,Irrelevant
1527649565926621187,2022-05-20 13:56:53,"@kimpractical1 @Vanessa_lh10 @fIyinghellfish @Eric_Schmitt At least he is doing something. I suppose you are doing a lot too, with your Ukrainian flag in your bio.",ProUkraine
1527665587954098177,2022-05-20 15:00:33,"🎙️ War in Ukraine | How is the invasion impacting China?

In Episode 5 of our podcast mini-series, Rana Mitter and @Yu_JieC examine China's relationship with Russia and Ukraine.

Listen 🎧 in full:
https://t.co/5Hb8vXxih6",Irrelevant
1527680347789570052,2022-05-20 15:59:12,@SenTedCruz @NRO @RepSteel We should quit sending money to Ukraine.,Irrelevant
1527733627148062720,2022-05-20 19:30:55,"@tedcruz Did you vote to send OUR money to Ukraine, sell out and now here you are deflecting.",Irrelevant
1527739186341617665,2022-05-20 19:53:00,@Ace_Archist I follow people I don’t agree with. I have friends that I don’t agree with. I’m in the business of calling a spade a spade . If you have the Ukrainian flag on your profile . You’re 99% of time too programmed to be reasoned with . Life’s short,Irrelevant
1527740516321742849,2022-05-20 19:58:17,"Bastards. Russian missile destroys cultural building in Ukrainian city of Lozova, injuring 7 (incl kids), president's office says https://t.co/eQWg4Lwko1",Irrelevant
1527761742197301248,2022-05-20 21:22:38,"Also, he heavily threatened Finland and Sweden with some kinda nuke threat if they joined NATO

They obviously dgaf about his threat and are close to signing. And all Putin is doing is blocking gas to these countries lmaooo

Full of shit bitch",Irrelevant
1527764381227855872,2022-05-20 21:33:07,"@evets_egap @TulsiGabbard After reading the information you sent me,I must say,the final paragraph was an eye opening summation of where the United States stands regarding NATO,Russia&amp;Ukraine!
The titles of additional books for,as you said:*research*purposes were also intriguing.
Again,thank you very much",Irrelevant
1527769808091197440,2022-05-20 21:54:41,"@princeps77 @ArmchairW The range and precision of the tanks is far better, then the Javelin. They have not made a difference. Or am I missing something?",Irrelevant
1527779873799929858,2022-05-20 22:34:41,"@grange_hillel @politicalsounds @netpol Stalin made anti semitism punishable by hanging so it's always funny how revisionist people can get with there red scare to try and link it with 1970s Soviet union who had completely renounced Stalin.

Also the it was actually Israel who rejected Comintern. Objectively false.",Irrelevant
1527786118279839745,2022-05-20 22:59:30,FOLLOW ME ❤️‍🔥 #Mbappe #Russian #Mariupol #body #bodypositive #bodyhot #diadelpsicologo #MartesDeTeta https://t.co/8FeOCBytc3,Irrelevant
1527819692403871744,2022-05-21 01:12:54,@azcentral @ejmontini They don’t ignore their oaths… Their NAZI oaths that is,ProUkraine
1527824605045465088,2022-05-21 01:32:26,@joni_novotnak @Angry_Staffer Sounds like you are trying to spread a falsehood.  Propaganda is recognizable these days.  Stop.,Irrelevant
1527842584638398464,2022-05-21 02:43:52,@airpunching @Shadow77727 @thrussophile2 All 3 main commanders are POWs. Volyna is on video next to a bus saying all of the 36th brigade has surrendered. The commander of Azov is in Russia now along with the rest. Ita over.,Irrelevant
1527871397854597120,2022-05-21 04:38:22,"@SallySitou We were a better Country then..Malcom Fraser was not racist and welcomed refugees. I vote Labor, credit when it is due",ProUkraine
1527923482381918208,2022-05-21 08:05:20,"@RnaudBertrand This naive, self-serving framing elides the real reason most of the nonwestern world is neutral or pro-Russia. Putin never needed to wage any 'information war'; the west's own actions throughout history was enough to ensure people ended up rooting against it.",Irrelevant
